indicator_id,name,pillar_id,pillar_name,role,core_gate,kind,method,disaggregation,max_age,preferred_years,definition,national_first,international_fallback,steward,app_fetch_kind,app_series,app_mapped_source,app_mapped_url,app_proxy,app_proxy_note,app_status,app_value,app_year,app_source_name,app_source_url,app_grade,app_score_100,perplexity_value,perplexity_year,perplexity_source,perplexity_url,perplexity_direct_or_proxy,perplexity_notes,same_as_app,perplexity_prompt
6.8,Regulatory sandboxes for agtech/fintech,E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,national,2,2024–2026,Regulatory sandboxes for agtech/fintech. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Sandbox instrument,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.8 Regulatory sandboxes for agtech/fintech. Definition: Regulatory sandboxes for agtech/fintech. Method: Anchored capability rubric. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.9,Public-private partnerships in digital agriculture,E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Public-private partnerships in digital agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,PPP register,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.9 Public-private partnerships in digital agriculture. Definition: Public-private partnerships in digital agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.10,Government grants/funding for agtech innovation (annual USD),E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,national,2,2024–2026,Government grants/funding for agtech innovation (annual USD). Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Budget / grant records,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.10 Government grants/funding for agtech innovation (annual USD). Definition: Government grants/funding for agtech innovation (annual USD). Method: Anchored capability rubric. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.11,Digital financial services platforms for agriculture,E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Digital financial services platforms for agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,DFS platform documentation,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.11 Digital financial services platforms for agriculture. Definition: Digital financial services platforms for agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.12,Digital public goods adopted in agriculture,E1,Innovation & private sector,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Digital public goods adopted in agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,DPG adoption record,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 6.12 Digital public goods adopted in agriculture. Definition: Digital public goods adopted in agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
6.13,SME access to digital agriculture tools/platforms (%),E1,Innovation & private sector,Ecosystem,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,SME access to digital agriculture tools/platforms (%). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,SME digital-adoption survey,,no,SME access to digital agriculture tools.,missing,,,,,E,0,,,,,,,,"Egypt — 6.13 SME access to digital agriculture tools/platforms (%). Definition: SME access to digital agriculture tools/platforms (%). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.1,AI-related scientific publications per million population,E2,Responsible AI & emerging tech,Ecosystem,no,quantitative,Quantitative threshold,national,3,2023–2026,AI-related scientific publications per million population. Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,named-gap,,Scopus / OpenAlex AI publications,,no,"AI-related publications per million. Bibliometric extract, not a WDI series.",missing,,,,,E,0,,,,,,,,"Egypt — 7.1 AI-related scientific publications per million population. Definition: AI-related scientific publications per million population. Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.2,AI systems deployed in public agricultural sector,E2,Responsible AI & emerging tech,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,AI systems deployed in public agricultural sector. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Public-sector AI inventory,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 7.2 AI systems deployed in public agricultural sector. Definition: AI systems deployed in public agricultural sector. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.3,AI-enabled advisory services (farmer reach %),E2,Responsible AI & emerging tech,Ecosystem,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,AI-enabled advisory services (farmer reach %). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Advisory reach statistics,,no,Farmer reach of AI-enabled advisory.,missing,,,,,E,0,,,,,,,,"Egypt — 7.3 AI-enabled advisory services (farmer reach %). Definition: AI-enabled advisory services (farmer reach %). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.4,AI for crop/pest/disease detection and monitoring,E2,Responsible AI & emerging tech,Ecosystem,no,quantitative,Quantitative threshold,national,2,2024–2026,AI for crop/pest/disease detection and monitoring. Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Detection-system coverage,,no,Coverage of AI crop/pest/disease detection.,missing,,,,,E,0,,,,,,,,"Egypt — 7.4 AI for crop/pest/disease detection and monitoring. Definition: AI for crop/pest/disease detection and monitoring. Method: Quantitative threshold. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.5,"AI in agricultural finance (credit scoring, insurance)",E2,Responsible AI & emerging tech,Ecosystem,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,"AI in agricultural finance (credit scoring, insurance). Method: Quantitative threshold.",National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Agri-finance AI deployments,,no,Coverage of AI in agricultural finance.,missing,,,,,E,0,,,,,,,,"Egypt — 7.5 AI in agricultural finance (credit scoring, insurance). Definition: AI in agricultural finance (credit scoring, insurance). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.6,AI for supply chain optimization and traceability,E2,Responsible AI & emerging tech,Ecosystem,no,quantitative,Quantitative threshold,national,2,2024–2026,AI for supply chain optimization and traceability. Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Traceability / logistics systems,,no,Coverage of AI in supply-chain optimisation.,missing,,,,,E,0,,,,,,,,"Egypt — 7.6 AI for supply chain optimization and traceability. Definition: AI for supply chain optimization and traceability. Method: Quantitative threshold. Required cut: national. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.7,AI for climate forecasting and agricultural risk management,E2,Responsible AI & emerging tech,Ecosystem,no,quantitative,Quantitative threshold,agricultural,2,2024–2026,AI for climate forecasting and agricultural risk management. Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Climate-risk AI services,,no,Coverage of AI climate forecasting for agriculture.,missing,,,,,E,0,,,,,,,,"Egypt — 7.7 AI for climate forecasting and agricultural risk management. Definition: AI for climate forecasting and agricultural risk management. Method: Quantitative threshold. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.8,AI talent in agriculture sector,E2,Responsible AI & emerging tech,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,AI talent in agriculture sector. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Workforce / vacancy data,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 7.8 AI talent in agriculture sector. Definition: AI talent in agriculture sector. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.9,Cybersecurity of agricultural digital systems,E2,Responsible AI & emerging tech,Ecosystem,yes,rubric,Anchored capability rubric,agricultural,2,2024–2026,"Cybersecurity controls applied to agricultural digital systems (registries, advisory, markets), not only the national GCI.","Agriculture-system security audit, CERT advisory or ministry CISO report",No scored international substitute.,Ministry of Agriculture CISO / national CERT,named-gap,,Sector security assessments,,no,Core gate. Recast in v1.3 — do not import the national GCI as the score.,missing,,,,,E,0,,,,,,,,"Egypt — 7.9 Cybersecurity of agricultural digital systems. Definition: Cybersecurity controls applied to agricultural digital systems (registries, advisory, markets), not only the national GCI. Required cut: agricultural. Preferred years 2024–2026. Try national first (Agriculture-system security audit, CERT advisory or ministry CISO report), then No scored international substitute.. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.10,Explainability and transparency of AI systems in agriculture,E2,Responsible AI & emerging tech,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Explainability and transparency of AI systems in agriculture. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Model cards / farmer-facing notices,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 7.10 Explainability and transparency of AI systems in agriculture. Definition: Explainability and transparency of AI systems in agriculture. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.11,Bias monitoring and mitigation in agricultural AI,E2,Responsible AI & emerging tech,Ecosystem,no,rubric,Anchored capability rubric,agricultural,2,2024–2026,Bias monitoring and mitigation in agricultural AI. Method: Anchored capability rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Bias-assessment reports,,no,Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 7.11 Bias monitoring and mitigation in agricultural AI. Definition: Bias monitoring and mitigation in agricultural AI. Method: Anchored capability rubric. Required cut: agricultural. Preferred years 2024–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
7.12,Farmer consent and data rights in AI systems,E2,Responsible AI & emerging tech,Ecosystem,yes,rubric,Anchored capability rubric,agricultural,2,2024–2026,Documented farmer consent and data-rights practice in agricultural AI or digital-advisory systems.,"Consent policy, DPIA or farmer-facing terms issued by the ministry or a major public platform",No scored international substitute.,Data-protection authority / Ministry of Agriculture,named-gap,,Consent / data-rights records,,no,Core gate. Anchored rubric — panel scoring.,missing,,,,,E,0,,,,,,,,"Egypt — 7.12 Farmer consent and data rights in AI systems. Definition: Documented farmer consent and data-rights practice in agricultural AI or digital-advisory systems. Required cut: agricultural. Preferred years 2024–2026. Try national first (Consent policy, DPIA or farmer-facing terms issued by the ministry or a major public platform), then No scored international substitute.. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.1,Prevalence of undernourishment (% of population),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,national,3,2023–2026,Prevalence of undernourishment (% of population). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,worldbank,SN.ITK.DEFC.ZS,World Bank WDI / FAO,https://data.worldbank.org/indicator/SN.ITK.DEFC.ZS,no,,direct,9.4,2023,World Bank WDI / FAO,https://data.worldbank.org/indicator/SN.ITK.DEFC.ZS,A,96,,,,,,,,"Egypt — 8.1 Prevalence of undernourishment (% of population). Definition: Prevalence of undernourishment (% of population). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.2,"Account ownership, female (% age 15+)",O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,sex,3,2023–2026,"Account ownership, female (% age 15+). Method: Quantitative threshold.",National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,worldbank,FX.OWN.TOTL.FE.ZS,Global Findex (female account ownership),https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS,no,,direct,40.21,2024,Global Findex (female account ownership),https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS,A,96,,,,,,,,"Egypt — 8.2 Account ownership, female (% age 15+). Definition: Account ownership, female (% age 15+). Method: Quantitative threshold. Required cut: sex. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.3,Gender gap in account ownership (male % minus female %),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,sex,3,2023–2026,Gender gap in account ownership (male % minus female %). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,derived,FX.OWN.TOTL.MA.ZS,Global Findex (male minus female account ownership),https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS,no,,direct,5.74,2024,Global Findex (male minus female account ownership),https://data.worldbank.org/indicator/FX.OWN.TOTL.FE.ZS,A,96,,,,,,,,"Egypt — 8.3 Gender gap in account ownership (male % minus female %). Definition: Gender gap in account ownership (male % minus female %). Method: Quantitative threshold. Required cut: sex. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.4,Mobile money account (% age 15+),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,national,3,2023–2026,Mobile money account (% age 15+). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,data360,WB_FINDEX_MOBILEACCOUNT_T_D,Global Findex — mobile money account (via World Bank Data360),https://www.worldbank.org/en/publication/globalfindex,no,,direct,15.61,2024,Global Findex — mobile money account (via World Bank Data360),https://www.worldbank.org/en/publication/globalfindex,A,96,,,,,,,,"Egypt — 8.4 Mobile money account (% age 15+). Definition: Mobile money account (% age 15+). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.5,Women who own land (% of agricultural holders),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,agricultural,3,2023–2026,Women who own land (% of agricultural holders). Method: Quantitative threshold.,National statistical office series that matches the international definition,World Bank / UN / ITU official statistical system,Statistics office / international statistical system,worldbank,SG.OWN.LDAL.FE.ZS,"World Bank Gender Statistics (women who own land, alone or jointly)",https://data.worldbank.org/indicator/SG.OWN.LDAL.FE.ZS,yes,Proxy: Gender Statistics series on women who own land alone or jointly. Confirm against FAO Gender and Land Rights / the agricultural census share of female holders.,proxy,0.7,2014,"World Bank Gender Statistics (women who own land, alone or jointly)",https://data.worldbank.org/indicator/SG.OWN.LDAL.FE.ZS,D,53,,,,,,,,"Egypt — 8.5 Women who own land (% of agricultural holders). Definition: Women who own land (% of agricultural holders). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2023–2026. Try national first (National statistical office series that matches the international definition), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.6,Gender gap in mobile phone ownership (percentage points),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,sex,3,2023–2026,Gender gap in mobile phone ownership (percentage points). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,GSMA / Findex gender gap in mobile ownership,https://www.worldbank.org/en/publication/globalfindex,no,Percentage-point gap in mobile phone ownership.,missing,,,,,E,0,,,,,,,,"Egypt — 8.6 Gender gap in mobile phone ownership (percentage points). Definition: Gender gap in mobile phone ownership (percentage points). Method: Quantitative threshold. Required cut: sex. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.7,Women using digital agricultural services (% of women farmers),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,agricultural,3,2023–2026,Women using digital agricultural services (% of women farmers). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Farmer demand and use survey,,no,FDUS / household survey.,missing,,,,,E,0,,,,,,,,"Egypt — 8.7 Women using digital agricultural services (% of women farmers). Definition: Women using digital agricultural services (% of women farmers). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.8,Youth (under 35) using digital agricultural services (%),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,agricultural,3,2023–2026,Youth (under 35) using digital agricultural services (%). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Farmer demand and use survey,,no,FDUS / household survey.,missing,,,,,E,0,,,,,,,,"Egypt — 8.8 Youth (under 35) using digital agricultural services (%). Definition: Youth (under 35) using digital agricultural services (%). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.9,Smallholder farmers reached by digital services (% of total),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,agricultural,3,2023–2026,Smallholder farmers reached by digital services (% of total). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Farmer demand and use survey,,no,FDUS / household survey.,missing,,,,,E,0,,,,,,,,"Egypt — 8.9 Smallholder farmers reached by digital services (% of total). Definition: Smallholder farmers reached by digital services (% of total). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.10,Affordability of digital agriculture services for poorest quintile,O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,agricultural,3,2023–2026,Affordability of digital agriculture services for poorest quintile. Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,FDUS / household expenditure survey,,no,Share of bottom-quintile rural households for whom the defined digital-agriculture basket costs ≤5% of expenditure.,missing,,,,,E,0,,,,,,,,"Egypt — 8.10 Affordability of digital agriculture services for poorest quintile. Definition: Affordability of digital agriculture services for poorest quintile. Method: Quantitative threshold. Required cut: agricultural. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.11,Services available in local languages (% of major platforms),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,national,3,2023–2026,Services available in local languages (% of major platforms). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Platform language audit,,no,Share of major platforms offering local-language services.,missing,,,,,E,0,,,,,,,,"Egypt — 8.11 Services available in local languages (% of major platforms). Definition: Services available in local languages (% of major platforms). Method: Quantitative threshold. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.12,Documented yield improvement from digital tools (%),O1,"Inclusion, sustainability & outcomes",Outcome,no,rubric,Anchored evidence-quality rubric,national,3,2023–2026,Documented yield improvement from digital tools (%). Method: Anchored evidence-quality rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Impact-evidence register,,no,"Scores the QUALITY of yield-impact evidence, not the size of claimed impact.",missing,,,,,E,0,,,,,,,,"Egypt — 8.12 Documented yield improvement from digital tools (%). Definition: Documented yield improvement from digital tools (%). Method: Anchored evidence-quality rubric. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.13,Documented income improvement from digital tools (%),O1,"Inclusion, sustainability & outcomes",Outcome,no,rubric,Anchored evidence-quality rubric,national,3,2023–2026,Documented income improvement from digital tools (%). Method: Anchored evidence-quality rubric.,National statistical office or line ministry publication,No international substitute — documentary lead only,Line ministry / statistics office,named-gap,,Impact-evidence register,,no,"Scores the QUALITY of income-impact evidence, not the size of claimed impact.",missing,,,,,E,0,,,,,,,,"Egypt — 8.13 Documented income improvement from digital tools (%). Definition: Documented income improvement from digital tools (%). Method: Anchored evidence-quality rubric. Required cut: national. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then No international substitute — documentary lead only. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
8.14,Farmers using digital climate services (%),O1,"Inclusion, sustainability & outcomes",Outcome,no,quantitative,Quantitative threshold,agricultural,3,2023–2026,Farmers using digital climate services (%). Method: Quantitative threshold.,National statistical office or line ministry publication,World Bank / UN / ITU official statistical system,Line ministry / statistics office,named-gap,,Climate-service reach statistics,,no,Farmers using digital climate services.,missing,,,,,E,0,,,,,,,,"Egypt — 8.14 Farmers using digital climate services (%). Definition: Farmers using digital climate services (%). Method: Quantitative threshold. Required cut: agricultural. Preferred years 2023–2026. Try national first (National statistical office or line ministry publication), then World Bank / UN / ITU official statistical system. Return only: value, unit, observation year, source organisation, exact publication title, URL, and whether the series is DIRECT or PROXY for this definition. If you cannot find a cited official figure, say MISSING and name the steward who should hold it. Do not invent a number."
